Country Name,Country Code,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Caribbean small states,CSS,,,,,,112,109,109,107,105,103,101,98,97,96,93,93,93,91,89,89,89,88,,,,
Cuba,CUB,,,,,,46,44,41,41,40,41,38,38,40,40,41,38,39,40,39,38,37,36,,,,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,,,,,,14,9,10,9,9,12,9,8,9,8,8,8,7,6,8,7,6,6,,,,
Czech Republic,CZE,,,,,,7,7,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,3,,,,
Germany,DEU,,,,,,7,7,7,6,6,6,6,6,6,6,6,6,5,5,5,5,5,7,,,,
Djibouti,DJI,,,,,,507,490,470,449,426,393,361,335,320,299,283,272,262,256,256,247,246,248,,,,
Dominica,DMA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,,,,,,8,8,8,7,7,6,6,6,6,6,5,5,5,4,4,4,4,4,,,,
Dominican Republic,DOM,,,,,,80,75,75,76,81,83,86,90,92,95,96,95,94,94,94,94,94,95,,,,
Algeria,DZA,,,,,,161,155,148,145,134,127,122,119,117,117,115,116,116,115,114,114,113,112,,,,
East Asia & Pacific (excluding high income),EAP,,,,,,121,118,115,112,110,106,103,100,98,94,91,88,85,82,79,77,75,73,,,,
Early-demographic dividend,EAR,,,,,,326,315,304,292,280,264,250,236,224,213,202,191,182,174,166,159,152,147,,,,
East Asia & Pacific,EAS,,,,,,114,111,108,105,104,100,97,94,93,89,86,83,80,78,75,73,71,69,,,,
Europe & Central Asia (excluding high income),ECA,,,,,,45,43,42,40,38,36,33,31,29,27,26,24,23,22,21,20,20,19,,,,
Europe & Central Asia,ECS,,,,,,27,26,25,24,23,22,21,20,19,18,17,16,15,15,14,14,13,13,,,,
Ecuador,ECU,,,,,,122,117,110,100,94,94,90,85,82,80,78,76,71,67,65,63,61,59,,,,
"Egypt, Arab Rep.",EGY,,,,,,64,63,60,57,54,52,50,47,45,45,45,42,42,40,39,39,38,37,,,,
Euro area,EMU,,,,,,8,7,7,7,7,7,6,6,6,6,6,6,6,6,5,5,5,5,,,,
Eritrea,ERI,,,,,,1280,1180,1130,1060,938,804,705,635,605,583,567,558,549,540,530,518,498,480,,,,
Spain,ESP,,,,,,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,,,,
Estonia,EST,,,,,,29,27,25,20,18,18,16,17,14,14,11,13,12,10,11,10,11,9,,,,
Ethiopia,ETH,,,,,,1030,988,985,972,929,865,795,731,681,638,597,558,527,498,472,446,422,401,,,,
European Union,EUU,,,,,,10,10,9,9,8,8,8,7,7,7,7,7,6,6,6,6,6,6,,,,
Fragile and conflict affected situations,FCS,,,,,,840,822,809,792,764,730,702,676,657,639,623,609,597,585,576,561,552,542,,,,
Finland,FIN,,,,,,6,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,,,,
Fiji,FJI,,,,,,51,49,48,48,47,46,44,43,42,40,39,38,38,37,36,35,34,34,,,,
France,FRA,,,,,,10,10,10,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,,,,
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,,,,,,154,150,163,141,137,133,128,123,118,114,110,106,103,99,96,95,90,88,,,,
Gabon,GAB,,,,,,380,370,361,356,354,348,340,336,332,324,314,304,292,277,267,261,256,252,,,,
United Kingdom,GBR,,,,,,10,11,11,11,11,11,11,11,11,10,10,9,8,8,8,8,7,7,,,,
Georgia,GEO,,,,,,31,33,42,37,38,39,33,36,39,43,32,32,30,30,29,27,26,25,,,,
Ghana,GHA,,,,,,484,445,415,398,384,371,359,349,342,339,339,339,336,331,325,320,314,308,,,,
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,,,,,,1020,1070,1090,1080,1020,920,831,772,754,750,747,748,744,731,767,699,621,576,,,,
"Gambia, The",GMB,,,,,,932,905,876,843,802,756,716,690,675,668,661,656,650,644,637,625,611,597,,,,
Guinea-Bissau,GNB,,,,,,1210,1180,1150,1110,1050,979,912,860,827,800,779,762,744,726,711,694,679,667,,,,
Equatorial Guinea,GNQ,,,,,,454,421,392,370,357,344,331,322,314,310,308,308,305,300,295,296,301,301,,,,
Greece,GRC,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,
Grenada,GRD,,,,,,38,36,34,34,38,33,31,31,30,30,29,28,28,27,26,25,25,25,,,,
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,,,,,,161,147,145,137,137,142,137,132,125,131,129,122,118,113,107,103,98,95,,,,
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,,,,,,231,216,227,226,220,223,221,208,192,185,179,180,185,175,174,172,170,169,,,,
High income,HIC,,,,,,13,12,12,12,12,12,12,11,11,12,11,11,11,11,11,11,11,11,,,,
"Hong Kong SAR, China",HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,,,,,,85,83,80,78,77,77,77,77,76,75,74,72,70,69,68,67,65,65,,,,
Heavily indebted poor countries (HIPC),HPC,,,,,,835,807,786,761,733,698,669,642,619,599,579,560,543,526,512,493,477,462,,,,
Croatia,HRV,,,,,,11,10,10,10,10,10,9,9,9,9,9,9,8,9,8,8,7,8,,,,
Haiti,HTI,,,,,,437,437,441,446,513,459,467,473,484,484,506,496,500,496,492,488,489,480,,,,
Hungary,HUN,,,,,,16,15,16,15,15,15,14,15,14,13,13,13,12,12,12,12,12,12,,,,
IBRD only,IBD,,,,,,199,192,184,177,170,161,154,145,137,129,122,114,108,103,99,95,92,89,,,,
IDA & IBRD total,IBT,,,,,,377,368,360,351,340,325,313,301,291,282,272,264,257,250,245,239,234,230,,,,
IDA total,IDA,,,,,,720,704,691,673,650,622,596,574,558,543,528,514,502,490,480,467,455,445,,,,
IDA blend,IDB,,,,,,717,713,706,695,674,649,621,601,590,580,569,559,550,540,534,526,518,513,,,,
Indonesia,IDN,,,,,,272,269,265,261,264,252,249,243,239,234,228,221,214,207,199,192,184,177,,,,
IDA only,IDX,,,,,,722,700,683,663,638,608,583,560,541,524,506,490,477,463,452,436,422,410,,,,
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,,,,,,370,354,336,319,303,286,270,255,240,225,210,197,185,175,166,158,150,145,,,,
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,,,,,,7,7,6,6,6,7,6,6,7,7,6,7,6,6,6,6,6,5,,,,
"Iran, Islamic Rep.",IRN,,,,,,48,44,41,39,36,34,32,30,28,25,22,19,18,17,17,17,16,16,,,,
Iraq,IRQ,,,,,,79,76,74,136,122,127,158,138,90,75,70,67,66,75,92,83,78,79,,,,
Iceland,ISL,,,,,,6,6,6,6,6,5,5,5,5,5,5,5,4,4,5,4,4,4,,,,
Israel,ISR,,,,,,7,7,7,6,6,5,5,5,4,4,4,4,4,4,4,3,3,3,,,,
Italy,ITA,,,,,,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,,,,
Jamaica,JAM,,,,,,77,79,78,79,80,80,79,79,79,79,79,79,79,79,78,78,80,80,,,,
Jordan,JOR,,,,,,70,68,65,63,62,62,58,56,55,54,53,52,52,51,49,48,47,46,,,,
Japan,JPN,,,,,,9,8,8,7,7,7,7,6,6,6,6,6,5,5,5,5,5,5,,,,
Kazakhstan,KAZ,,,,,,61,57,52,49,46,43,40,36,30,24,22,19,17,14,13,12,10,10,,,,
Kenya,KEN,,,,,,708,702,692,678,653,618,583,545,513,472,432,398,373,364,358,353,346,342,,,,
Kyrgyz Republic,KGZ,,,,,,79,76,83,82,79,82,85,84,81,80,79,79,74,70,69,66,63,60,,,,
Cambodia,KHM,,,,,,488,456,430,404,378,351,326,303,284,265,248,232,215,202,189,178,168,160,,,,
Kiribati,KIR,,,,,,136,131,127,124,121,119,117,115,115,113,112,110,107,104,100,97,94,92,,,,
St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,,,,,,17,15,15,16,15,15,14,15,15,16,15,14,13,13,12,12,11,11,,,,
Kuwait,KWT,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,12,12,,,,
Latin America & Caribbean (excluding high income),LAC,,,,,,97,95,94,93,94,91,90,89,88,88,85,82,80,79,78,77,75,73,,,,
Lao PDR,LAO,,,,,,544,517,491,465,437,410,385,360,336,314,292,272,254,238,223,209,196,185,,,,
Lebanon,LBN,,,,,,28,27,26,25,24,24,24,23,23,23,23,25,25,27,28,29,29,29,,,,
Liberia,LBR,,,,,,894,913,1010,878,837,816,782,754,738,724,708,694,683,674,688,691,661,661,,,,
Libya,LBY,,,,,,70,68,66,64,61,57,55,53,52,53,53,56,55,58,63,70,73,72,,,,
St. Lucia,LCA,,,,,,86,86,90,92,89,83,82,87,93,100,109,116,116,108,104,115,117,117,,,,
Latin America & Caribbean,LCN,,,,,,96,94,94,93,93,90,89,88,87,87,85,82,80,79,78,77,76,74,,,,
Least developed countries: UN classification,LDC,,,,,,763,738,719,695,668,635,607,581,560,540,520,502,486,471,459,442,427,415,,,,
Low income,LIC,,,,,,845,817,796,770,738,700,668,638,613,590,567,547,529,513,501,482,467,453,,,,
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,,,,,,56,53,50,50,48,45,47,43,42,41,38,38,37,37,36,36,36,36,,,,
Lower middle income,LMC,,,,,,422,412,401,388,375,359,344,331,320,310,301,292,284,276,270,264,257,253,,,,
Low & middle income,LMY,,,,,,379,371,363,354,342,328,315,303,293,284,274,266,258,252,247,241,235,231,,,,
Lesotho,LSO,,,,,,614,633,653,671,680,679,668,652,623,607,594,585,586,583,579,574,559,544,,,,
Late-demographic dividend,LTE,,,,,,62,59,57,54,52,50,48,46,45,43,41,39,38,37,36,36,35,34,,,,
Lithuania,LTU,,,,,,17,16,14,14,13,14,14,14,13,11,10,10,10,10,9,9,8,8,,,,
Luxembourg,LUX,,,,,,10,10,9,8,8,9,9,8,6,7,8,8,7,6,6,5,5,5,,,,
Latvia,LVA,,,,,,34,35,33,34,32,30,32,32,29,28,26,26,23,27,24,23,26,19,,,,
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,,,,,,188,174,162,152,142,131,121,113,106,99,92,86,81,78,76,74,72,70,,,,
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,,,,,,44,39,38,36,32,34,31,31,29,28,29,21,22,21,23,22,20,19,,,,
Madagascar,MDG,,,,,,559,552,547,543,539,526,513,503,491,474,453,432,413,394,378,363,348,335,,,,
Maldives,MDV,,,,,,125,111,105,97,89,75,71,71,72,71,67,62,60,58,56,54,54,53,,,,
Middle East & North Africa,MEA,,,,,,96,92,88,91,85,82,82,77,69,66,63,61,60,59,61,59,58,57,,,,
Mexico,MEX,,,,,,55,55,56,55,54,54,51,49,49,51,46,43,41,39,38,36,34,33,,,,
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,,,,,,301,295,287,280,271,260,250,240,232,225,217,210,204,199,195,190,186,184,,,,
North Macedonia,MKD,,,,,,13,12,12,10,11,10,10,10,8,8,8,8,8,8,8,8,8,7,,,,
Mali,MLI,,,,,,836,797,764,739,715,691,675,663,661,661,660,663,663,663,642,620,590,562,,,,
Malta,MLT,,,,,,9,10,9,10,9,8,8,8,8,7,8,7,7,7,6,7,6,6,,,,
Myanmar,MMR,,,,,,340,331,323,314,307,299,293,287,289,274,265,259,254,251,247,246,245,250,,,,
Middle East & North Africa (excluding high income),MNA,,,,,,106,101,96,100,94,91,91,85,76,72,69,67,65,65,66,64,63,62,,,,
Montenegro,MNE,,,,,,12,12,11,11,10,9,9,8,8,8,7,7,7,6,6,6,6,6,,,,
Mongolia,MNG,,,,,,155,138,124,114,106,98,91,85,80,73,66,59,54,51,49,47,46,45,,,,
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,,,,,,798,745,700,657,615,577,539,505,471,439,412,389,371,356,339,318,301,289,,,,
Mauritania,MRT,,,,,,834,835,836,836,830,826,821,820,819,822,824,822,812,805,796,785,777,766,,,,
Mauritius,MUS,,,,,,59,54,54,57,54,53,55,56,53,59,66,54,63,60,70,73,67,61,,,,
Malawi,MWI,,,,,,749,735,714,687,654,610,566,526,493,466,444,428,413,396,381,370,358,349,,,,
Malaysia,MYS,,,,,,38,36,34,33,32,31,30,30,29,29,30,30,30,30,30,30,29,29,,,,
North America,NAC,,,,,,12,12,13,13,13,13,14,14,14,14,14,15,15,15,16,17,18,18,,,,
Namibia,NAM,,,,,,348,352,356,359,358,346,328,306,284,276,266,256,240,231,223,217,207,195,,,,
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,,,,,,813,803,795,782,770,755,739,725,709,688,663,639,616,594,573,555,530,509,,,,
Nigeria,NGA,,,,,,1200,1200,1180,1170,1130,1080,1040,1010,996,987,978,972,963,951,943,931,925,917,,,,
Nicaragua,NIC,,,,,,162,157,151,145,138,131,124,121,116,113,112,110,108,105,103,101,100,98,,,,
Netherlands,NLD,,,,,,13,13,13,12,11,11,9,9,8,8,7,7,7,6,6,6,6,5,,,,
Norway,NOR,,,,,,6,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,2,,,,
Nepal,NPL,,,,,,553,521,520,470,447,415,386,361,342,323,305,285,266,248,231,236,200,186,,,,
Nauru,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,,,,,,12,11,12,12,11,11,11,11,10,11,11,10,10,9,10,10,10,9,,,,
OECD members,OED,,,,,,24,24,24,23,22,22,21,21,20,21,20,19,19,18,18,18,18,18,,,,
Oman,OMN,,,,,,20,20,20,20,19,19,18,18,18,18,18,18,18,18,18,19,19,19,,,,
Other small states,OSS,,,,,,489,483,475,465,447,423,401,382,367,357,347,340,333,326,321,316,310,303,,,,
Pakistan,PAK,,,,,,286,275,264,254,243,237,222,214,205,199,191,180,173,166,161,154,143,140,,,,
Panama,PAN,,,,,,91,86,91,93,88,88,88,86,84,82,79,76,74,66,60,58,55,52,,,,
Peru,PER,,,,,,144,138,132,127,122,118,114,112,108,106,104,102,100,98,96,94,91,88,,,,
Philippines,PHL,,,,,,160,163,160,156,156,156,156,149,148,149,144,141,139,136,131,127,124,121,,,,
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,,,,,,249,242,234,225,213,200,187,179,173,170,168,166,164,160,155,151,148,145,,,,
Poland,POL,,,,,,7,6,5,5,5,4,4,4,4,3,3,3,3,3,2,2,2,2,,,,
Pre-demographic dividend,PRE,,,,,,896,874,853,831,800,766,738,713,692,674,656,640,626,613,603,587,575,563,,,,
Puerto Rico,PRI,,,,,,26,26,24,23,25,23,23,23,23,23,21,22,19,20,21,20,20,21,,,,
"Korea, Dem. People's Rep.",PRK,,,,,,139,128,122,121,120,120,120,119,118,113,106,100,96,94,93,91,90,89,,,,
Portugal,PRT,,,,,,10,10,10,10,10,9,9,9,9,9,9,9,9,8,8,9,9,8,,,,
Paraguay,PRY,,,,,,194,191,188,185,180,174,168,163,158,153,148,145,141,138,135,132,130,129,,,,
West Bank and Gaza,PSE,,,,,,70,69,70,66,64,59,58,56,53,50,45,42,40,36,37,32,29,27,,,,
Pacific island small states,PSS,,,,,,128,123,120,115,111,107,102,99,94,91,87,84,81,78,77,74,71,70,,,,
Post-demographic dividend,PST,,,,,,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,,,,
French Polynesia,PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,,,,,,14,14,13,13,13,12,11,11,11,10,10,10,10,10,10,9,9,9,,,,
Romania,ROU,,,,,,54,49,47,43,39,35,32,30,28,28,27,24,23,21,21,21,21,19,,,,
Russian Federation,RUS,,,,,,56,53,51,49,45,42,36,32,30,27,25,23,22,20,19,18,18,17,,,,
Rwanda,RWA,,,,,,1160,1100,961,870,758,643,541,469,427,424,373,349,329,308,291,275,260,248,,,,
South Asia,SAS,,,,,,395,379,361,344,327,309,293,278,263,249,235,222,210,199,190,179,169,163,,,,
Saudi Arabia,SAU,,,,,,24,24,23,23,22,22,21,21,20,20,19,18,18,17,17,17,17,17,,,,
Sudan,SDN,,,,,,667,645,614,598,580,529,508,479,454,433,408,390,368,349,333,320,308,295,,,,
Senegal,SEN,,,,,,553,545,537,532,526,519,514,504,492,472,447,423,400,381,364,346,330,315,,,,
Singapore,SGP,,,,,,13,13,14,13,14,13,13,12,11,10,10,10,10,9,8,9,8,8,,,,
Solomon Islands,SLB,,,,,,245,233,222,210,199,188,177,172,159,152,141,134,127,122,120,112,108,104,,,,
Sierra Leone,SLE,,,,,,2480,2250,2080,1960,1850,1760,1680,1610,1530,1450,1360,1270,1210,1180,1190,1180,1120,1120,,,,
El Salvador,SLV,,,,,,73,75,68,66,64,62,60,58,57,57,54,53,52,50,49,48,47,46,,,,
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,,,,,,1210,1170,1140,1100,1080,1040,1040,1030,1010,994,985,955,943,893,878,855,865,829,,,,
Serbia,SRB,,,,,,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,13,12,12,,,,
Sub-Saharan Africa (excluding high income),SSA,,,,,,870,849,833,812,782,746,713,685,664,645,627,610,596,582,571,557,545,534,,,,
South Sudan,SSD,,,,,,1730,1690,1660,1610,1550,1480,1410,1330,1250,1170,1100,1070,1050,1090,1140,1110,1130,1150,,,,
Sub-Saharan Africa,SSF,,,,,,870,849,833,812,782,746,713,685,664,645,626,610,596,582,571,557,545,534,,,,
Small states,SST,,,,,,400,395,390,383,369,351,334,320,308,300,293,287,282,276,273,268,264,259,,,,
Sao Tome and Principe,STP,,,,,,179,173,169,167,166,163,158,154,150,145,140,137,134,132,131,130,130,130,,,,
Suriname,SUR,,,,,,221,218,207,189,176,164,165,167,169,159,148,139,134,129,124,122,121,120,,,,
Slovak Republic,SVK,,,,,,8,8,7,7,7,7,6,7,6,6,6,6,6,6,5,6,6,5,,,,
Slovenia,SVN,,,,,,12,10,11,10,11,10,8,8,8,8,8,8,7,7,7,7,7,7,,,,
Sweden,SWE,,,,,,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,,,,
Eswatini,SWZ,,,,,,521,528,534,538,539,532,518,496,474,460,450,441,435,432,434,435,436,437,,,,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,,,,,,53,54,54,54,55,55,55,55,55,55,55,55,55,55,55,54,54,53,,,,
Syrian Arab Republic,SYR,,,,,,26,26,26,25,26,25,26,26,26,26,27,28,28,29,30,30,30,31,,,,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,,,,,,1420,1410,1400,1370,1350,1330,1340,1300,1310,1270,1240,1210,1190,1170,1170,1160,1140,1140,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,,,,,,121,118,115,112,110,106,103,99,98,94,91,88,85,82,79,77,74,73,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,,,,,,43,41,40,38,35,34,31,29,28,26,24,23,22,21,20,19,18,18,,,,
Togo,TGO,,,,,,489,489,489,489,488,492,482,480,473,458,440,422,410,404,401,398,395,396,,,,
Thailand,THA,,,,,,43,43,44,44,46,43,42,42,43,43,42,41,39,39,38,38,37,37,,,,
Tajikistan,TJK,,,,,,53,52,43,35,33,32,29,27,26,26,23,22,21,20,19,18,17,17,,,,
Turkmenistan,TKM,,,,,,29,27,25,21,20,18,18,15,13,12,10,10,9,9,8,8,8,7,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,,,,,,97,95,95,94,94,91,90,89,88,88,85,82,81,79,78,77,76,75,,,,
Timor-Leste,TLS,,,,,,745,720,668,603,507,415,348,300,269,242,219,198,185,176,168,160,152,142,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,,,,,,106,102,97,101,94,91,91,85,76,72,70,67,66,65,67,65,63,63,,,,
Tonga,TON,,,,,,77,73,71,69,67,66,64,62,60,61,57,56,56,56,55,54,53,52,,,,
South Asia (IDA & IBRD),TSA,,,,,,395,379,361,344,327,309,293,278,263,249,235,222,210,199,190,179,169,163,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,,,,,,870,849,833,812,782,746,713,685,664,645,626,610,596,582,571,557,545,534,,,,
Trinidad and Tobago,TTO,,,,,,81,78,74,75,76,76,73,65,72,74,71,72,71,70,69,68,68,67,,,,
Tunisia,TUN,,,,,,66,63,60,57,54,51,49,47,47,46,46,46,46,46,46,46,45,43,,,,
Turkiye,TUR,,,,,,42,41,39,38,35,33,30,28,27,25,24,23,22,20,19,19,18,17,,,,
Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,,,,,,854,819,788,763,741,721,703,685,666,656,644,628,615,593,574,556,539,524,,,,
Uganda,UGA,,,,,,578,550,537,520,512,491,473,465,455,442,430,419,412,401,394,387,381,375,,,,
Ukraine,UKR,,,,,,35,33,33,32,33,33,31,33,33,27,25,23,24,23,24,21,20,19,,,,
Upper middle income,UMC,,,,,,67,65,63,63,61,60,59,57,55,52,50,47,45,44,44,43,42,41,,,,
Uruguay,URY,,,,,,26,25,25,23,23,22,20,20,19,19,17,17,17,18,17,18,18,17,,,,
United States,USA,,,,,,12,13,13,13,13,13,14,14,14,15,15,15,16,16,16,18,19,19,,,,
Uzbekistan,UZB,,,,,,41,41,41,39,37,38,37,35,34,32,31,32,32,31,30,30,29,29,,,,
